0, 0, 0, 171, 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 304, 0, 0, 280, 324, 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0
171, 0, 0, 0, 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
455, 0, 280, 456, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 324, 0, 0, 0, 0, 325, 296, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 395, 0, 193, 325, 0, 0, 0, 403, 251, 0, 335, 0, 0, 0, 0
0, 0, 0, 0, 0, 296, 100, 0, 0, 0, 0, 349, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 251, 0, 0, 0, 191, 0, 0, 150, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 349, 0, 191, 0, 0, 0, 241, 0, 0
0, 0, 0, 0, 0, 0, 0, 335, 0, 0, 0, 0, 0, 242, 0, 99, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 256, 125
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 241, 0, 0, 0, 278, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 256, 278, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0
